,Processor,RAM,Operating System,SSD,Display,Warranty,HDD,Rating,MRP,Generation,RAM In GB,RAM TYPE,Feature,Storage,Touch Display
445,Intel Core i5 ,16 GB LPDDR4X,64 bit Windows 10,512,14.0,1,0,4.5,95990.0,11th Gen,16,LPDDR4X,"Intel Core i5 Processor (11th Gen)16 GB LPDDR4X RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) Touchscreen DisplayMyASUS, ScreenXpert, Office Home and Student 2019 with lifetime validity, McAfee Anti-virus for 1 Year, Link to MyASUS (All Models, Bluetooth Needed)1 Year Onsite Warranty",512,1
446,AMD Ryzen 5 Quad Core ,8 GB DDR4,64 bit Windows 11,512,15.6,2,0,4.2,38705.0,any,8,DDR4,AMD Ryzen 5 Quad Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Years Onsite�Warranty,512,0
447,AMD Ryzen 7 Octa Core ,16 GB DDR4,Windows 11,1024,15.6,1,0,4.6,85990.0,any,16,DDR4,AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student1 Year Onsite Warranty,1024,0
448,Intel Core i5 ,8 GB DDR4,64 bit Windows 11,512,15.6,1,0,3.7,61999.0,12th Gen,8,DDR4,Intel Core i5 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year International Travelers Warranty (ITW),512,0
449,Intel Celeron Dual Core ,8 GB DDR4,64 bit Windows 11,256,14.0,1,0,4.321170395869192,28990.0,any,8,DDR4,Intel Celeron Dual Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.56 cm (14 inch) Display1 Year Onsite Warranty,256,0
450,AMD Ryzen 3 Dual Core ,8 GB DDR4,64 bit Windows 11,512,15.6,2,0,4.2,35590.0,any,8,DDR4,AMD Ryzen 3 Dual Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Years Onsite�Warranty,512,0
451,AMD Ryzen 9 Octa Core ,16 GB DDR4,Windows 11,1024,15.6,1,0,4.9,150990.0,any,16,DDR4,AMD Ryzen 9 Octa Core Processor16 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student1 Year Onsite Warranty,1024,0
452,Intel Core i5 ,8 GB DDR4,64 bit Windows 10,512,15.6,1,0,4.3,54990.0,10th Gen,8,DDR4,Intel Core i5 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection,512,0
453,Intel Core i7 ,16 GB DDR4,Windows 11,512,15.6,1,0,4.321170395869192,56990.0,11th Gen,16,DDR4,Intel Core i7 Processor (11th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,512,0
454,Intel Core i5 ,8 GB DDR4,Windows 11,256,14.0,1,0,5.0,45990.0,11th Gen,8,DDR4,Intel Core i5 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System256 GB SSD35.56 cm (14 inch) Display1 Year Onsite Warranty,256,0
455,Intel Core i3 ,8 GB DDR4,64 bit Windows 11,512,14.1,1,0,4.3,38216.0,11th Gen,8,DDR4,"Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.81 cm (14.1 inch) DisplayWindows 11 Home, Microsoft Office Home & Student 2019, 1 Year Mcafee1 Year Onsite Warranty",512,0
456,Intel Core i3 ,8 GB DDR4,64 bit Windows 11,256,14.0,2,0,4.2,36990.0,11th Gen,8,DDR4,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.56 cm (14 inch) DisplayOffice Home and Student 20212 Year Onsite�Warranty,256,0
457,Intel Core i3 ,8 GB DDR4,64 bit Windows 11,512,15.6,2,0,4.2,39990.0,11th Gen,8,DDR4,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayOffice Home and Student 20212 Year Onsite�Warranty,512,0
458,Intel Core i7 ,8 GB DDR4,64 bit Windows 11,512,15.6,2,0,4.1,79990.0,12th Gen,8,DDR4,"Intel Core i7 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayWindows 11 Home, MSI Center, CoolerBoost2 Year On-Site & Carry-In Warranty",512,0
459,Intel Core i3 ,4 GB DDR4,Windows 10,256,15.6,0,1024,4.6,43990.0,11th Gen,4,DDR4,Intel Core i3 Processor (11th Gen)4 GB DDR4 RAMWindows 10 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 inch) Display1 Year,1280,0
460,Intel Core i5 ,8 GB DDR4,Windows 11,512,15.6,1,0,4.1,39990.0,11th Gen,8,DDR4,"Intel Core i5 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMS Office Home & Student 2019, Mi Smart Share, DTS Audio processing1 Year Onsite Warranty",512,0
461,AMD Ryzen 9 Octa Core ,16 GB DDR5,Windows 11,1024,15.6,1,0,4.321170395869192,196990.0,any,16,DDR5,AMD Ryzen 9 Octa Core Processor16 GB DDR5 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student1 Year Onsite Warranty,1024,0
462,AMD Ryzen 7 Octa Core ,16 GB DDR4,64 bit Windows 11,1024,16.1,1,0,4.321170395869192,108250.0,any,16,DDR4,"AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAM64 bit Windows 11 Operating System1 TB SSD40.89 cm (16.1 inch) DisplayMicrosoft Home & Student 2019, HP Documentation, HP e-service, HP BIOS recovery, HP SSRM, HP Smart, HP Jumpstarts1 Year Onsite Warranty",1024,0
463,Intel Core i3 ,4 GB DDR4,64 bit Windows 10,0,15.6,1,1024,3.7,28990.0,10th Gen,4,DDR4,"Intel Core i3 Processor (10th Gen)4 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD39.62 cm (15.6 inch) DisplaySplendid, Tru2Life, My Asus1 Year Onsite Warranty",1024,0
464,Intel Core i9 ,32 GB DDR5,64 bit Windows 11,2048,17.3,2,0,4.321170395869192,389990.0,12th Gen,32,DDR5,Intel Core i9 Processor (12th Gen)32 GB DDR5 RAM64 bit Windows 11 Operating System2 TB SSD43.94 cm (17.3 Inch) Display2 Year On-Site & Carry-In Warranty,2048,0
465,Intel Core i5 ,16 GB DDR4,64 bit Windows 11,512,15.6,1,0,3.7,67224.0,11th Gen,16,DDR4,Intel Core i5 Processor (11th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,512,0
466,AMD Ryzen 5 Quad Core ,8 GB DDR4,64 bit Windows 11,512,15.6,2,0,4.2,38705.0,any,8,DDR4,AMD Ryzen 5 Quad Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Years Onsite�Warranty,512,0
467,AMD Ryzen 7 Octa Core ,16 GB DDR4,Windows 11,1024,15.6,1,0,4.6,85990.0,any,16,DDR4,AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student1 Year Onsite Warranty,1024,0
468,AMD Ryzen 7 Octa Core ,16 GB DDR4,64 bit Windows 10,256,15.6,1,1024,4.4,114990.0,any,16,DDR4,"AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 inch) DisplayQuick Access, Acer Care Center, Acer Product Registration, NitroSense, GOTrust, PC Manager1 Year International Travelers Warranty",1280,0
469,Intel Core i5 ,4 GB DDR4,64 bit Windows 10,0,14.0,6,1024,4.321170395869192,61249.0,10th Gen,4,DDR4,Intel Core i5 Processor (10th Gen)4 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD35.56 cm (14 inch) Display1 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase,1024,0
470,AMD Ryzen 3 Dual Core ,8 GB DDR4,64 bit Windows 11,512,15.6,2,0,4.2,35590.0,any,8,DDR4,AMD Ryzen 3 Dual Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Years Onsite�Warranty,512,0
471,AMD Ryzen 9 Octa Core ,16 GB DDR4,Windows 11,1024,15.6,1,0,4.9,150990.0,any,16,DDR4,AMD Ryzen 9 Octa Core Processor16 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student1 Year Onsite Warranty,1024,0
472,Intel Core i5 ,16 GB DDR4,64 bit Windows 11,512,15.6,1,0,4.2,69990.0,12th Gen,16,DDR4,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,512,0
473,AMD Ryzen 5 Hexa Core ,8 GB DDR4,64 bit DOS,512,14.0,1,0,4.5,69990.0,any,8,DDR4,AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM64 bit DOS Operating System512 GB SSD35.56 cm (14 inch) Display1 Year Onsite Warranty,512,0
474,Intel Core i5 ,16 GB DDR4,64 bit Windows 11,512,15.6,0,0,4.321170395869192,79990.0,11th Gen,16,DDR4,Intel Core i5 Processor (11th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite warranty + 1 Year Accidental Damage Protection + 1 Year Legion Ultimate Support,512,0
475,AMD Ryzen 3 Dual Core ,8 GB DDR4,64 bit Windows 10,256,15.6,1,0,4.4,37990.0,any,8,DDR4,AMD Ryzen 3 Dual Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System256 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home and Student 20191 Year Warranty,256,0
476,AMD Ryzen 7 Octa Core ,8 GB DDR4,64 bit Windows 11,512,15.6,1,0,4.5,73490.0,any,8,DDR4,AMD Ryzen 7 Octa Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection,512,0
477,AMD Ryzen 9 Octa Core ,16 GB DDR5,64 bit Windows 11,1024,15.6,1,0,4.321170395869192,194990.0,any,16,DDR5,AMD Ryzen 9 Octa Core Processor16 GB DDR5 RAM64 bit Windows 11 Operating System1 TB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,1024,0
478,Intel Core i5 ,8 GB LPDDR4X,64 bit Windows 11,512,14.0,1,0,4.2,36990.0,10th Gen,8,LPDDR4X,Intel Core i5 Processor (10th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) DisplayNA1 Year Onsite Warranty,512,0
479,Intel Celeron Dual Core ,4 GB DDR4,64 bit Windows 11,128,11.6,1,0,4.2,29980.0,any,4,DDR4,Intel Celeron Dual Core Processor4 GB DDR4 RAM64 bit Windows 11 Operating System128 GB SSD29.46 cm (11.6 Inch) Touchscreen Display1 Year Onsite Warranty,128,1
480,Intel Core i3 ,8 GB DDR4,64 bit Windows 11,256,14.0,2,0,4.2,36990.0,11th Gen,8,DDR4,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.56 cm (14 inch) DisplayOffice Home and Student 20212 Year Onsite�Warranty,256,0
481,Intel Core i5 ,8 GB DDR4,Windows 11,512,15.6,1,0,4.1,39990.0,11th Gen,8,DDR4,"Intel Core i5 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMS Office Home & Student 2019, Mi Smart Share, DTS Audio processing1 Year Onsite Warranty",512,0
482,Intel Core i5 ,16 GB LPDDR4X,64 bit Windows 10,512,14.0,1,0,4.5,95990.0,11th Gen,16,LPDDR4X,"Intel Core i5 Processor (11th Gen)16 GB LPDDR4X RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) Touchscreen DisplayMyASUS, ScreenXpert, Office Home and Student 2019 with lifetime validity, McAfee Anti-virus for 1 Year, Link to MyASUS (All Models, Bluetooth Needed)1 Year Onsite Warranty",512,1
483,AMD Ryzen 3 Dual Core ,8 GB DDR4,64 bit Windows 11,512,15.6,1,0,4.2,41600.0,any,8,DDR4,AMD Ryzen 3 Dual Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,512,0
484,Intel Core i5 ,16 GB DDR4,64 bit Windows 11,512,15.6,1,0,3.7,67224.0,11th Gen,16,DDR4,Intel Core i5 Processor (11th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,512,0
485,Intel Core i5 ,8 GB DDR4,64 bit Windows 11,512,15.6,0,0,4.3,61986.0,10th Gen,8,DDR4,Intel Core i5 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite warranty,512,0
486,AMD Ryzen 9 Octa Core ,16 GB DDR5,Windows 11,1024,15.6,1,0,4.321170395869192,196990.0,any,16,DDR5,AMD Ryzen 9 Octa Core Processor16 GB DDR5 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student1 Year Onsite Warranty,1024,0
487,AMD Ryzen 5 Quad Core ,8 GB DDR4,64 bit Windows 11,512,15.6,2,0,4.2,38705.0,any,8,DDR4,AMD Ryzen 5 Quad Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Years Onsite�Warranty,512,0
488,Intel Core i5 ,4 GB DDR4,64 bit Windows 10,0,14.0,6,1024,4.321170395869192,61249.0,10th Gen,4,DDR4,Intel Core i5 Processor (10th Gen)4 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD35.56 cm (14 inch) Display1 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase,1024,0
489,AMD Ryzen 3 Dual Core ,8 GB DDR4,64 bit Windows 11,256,15.6,1,0,4.3,38999.0,any,8,DDR4,AMD Ryzen 3 Dual Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 inch) DisplayOffice Home and Student 2019 included1 Year Onsite Warranty,256,0
490,AMD Ryzen 7 Octa Core ,16 GB DDR4,Windows 11,1024,15.6,1,0,4.6,85990.0,any,16,DDR4,AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student1 Year Onsite Warranty,1024,0
491,AMD Ryzen 3 Dual Core ,8 GB DDR4,64 bit Windows 11,512,15.6,2,0,4.2,35590.0,any,8,DDR4,AMD Ryzen 3 Dual Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Years Onsite�Warranty,512,0
492,Intel Core i3 ,4 GB DDR4,Windows 11,256,14.0,1,0,4.321170395869192,31990.0,10th Gen,4,DDR4,Intel Core i3 Processor (10th Gen)4 GB DDR4 RAMWindows 11 Operating System256 GB SSD35.56 cm (14 Inch) Display1 Year Carry-in Warranty,256,0
493,AMD Ryzen 3 Dual Core ,8 GB DDR4,64 bit Windows 10,256,15.6,1,0,4.4,37990.0,any,8,DDR4,AMD Ryzen 3 Dual Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System256 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home and Student 20191 Year Warranty,256,0
494,Intel Celeron Dual Core ,4 GB DDR4,64 bit Windows 11,128,11.6,1,0,4.2,29980.0,any,4,DDR4,Intel Celeron Dual Core Processor4 GB DDR4 RAM64 bit Windows 11 Operating System128 GB SSD29.46 cm (11.6 Inch) Touchscreen Display1 Year Onsite Warranty,128,1
495,Intel Core i5 ,8 GB DDR4,64 bit Windows 11,512,15.6,1,0,4.1,46990.0,11th Gen,8,DDR4,Intel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,512,0
496,AMD Ryzen 9 Octa Core ,16 GB DDR4,Windows 11,1024,15.6,1,0,4.9,150990.0,any,16,DDR4,AMD Ryzen 9 Octa Core Processor16 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student1 Year Onsite Warranty,1024,0
497,AMD Ryzen 7 Octa Core ,8 GB DDR4,64 bit Windows 11,512,15.6,1,0,4.5,73490.0,any,8,DDR4,AMD Ryzen 7 Octa Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection,512,0
498,Intel Core i5 ,8 GB LPDDR4X,64 bit Windows 11,512,14.0,1,0,4.1,37990.0,10th Gen,8,LPDDR4X,Intel Core i5 Processor (10th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) Display1 year Onsite Warranty,512,0
499,Intel Core i5 ,8 GB LPDDR4X,64 bit Windows 11,512,14.0,1,0,4.2,36990.0,10th Gen,8,LPDDR4X,Intel Core i5 Processor (10th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) DisplayNA1 Year Onsite Warranty,512,0
500,Intel Core i3 ,8 GB DDR4,64 bit Windows 11,512,15.6,2,0,4.2,39990.0,11th Gen,8,DDR4,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayOffice Home and Student 20212 Year Onsite�Warranty,512,0
501,AMD Ryzen 9 Octa Core ,16 GB DDR5,64 bit Windows 11,1024,15.6,1,0,4.321170395869192,194990.0,any,16,DDR5,AMD Ryzen 9 Octa Core Processor16 GB DDR5 RAM64 bit Windows 11 Operating System1 TB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,1024,0
502,AMD Ryzen 5 Hexa Core ,8 GB DDR4,64 bit Windows 10,256,15.6,1,1024,4.5,61490.0,any,8,DDR4,"Free upgrade to Windows 11 when availableAMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 inch) DisplayAcer Care Center, Acer Product Registration, Acer Configuration Manager, NitroSense1 Year International Travelers Warranty (ITW)",1280,0
503,AMD Ryzen 7 Octa Core ,16 GB DDR4,64 bit Windows 10,1024,15.6,1,0,4.6,109990.0,any,16,DDR4,"AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAM64 bit Windows 10 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayHP Documentation, HP e-service, HP BIOS Recovery, HP SSRM, HP Smart, HP Jumpstarts, HP Support Assistant1 Year Onsite Warranty",1024,0
504,AMD Ryzen 5 Hexa Core ,8 GB DDR4,64 bit Windows 11,512,15.6,1,0,4.2,54990.0,any,8,DDR4,AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,512,0
505,AMD Ryzen 5 Hexa Core ,8 GB DDR4,64 bit Windows 10,512,14.0,2,0,4.0,50990.0,any,8,DDR4,AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office 2021 Home & Student2 Years Onsite�Warranty,512,0
506,Intel Core i3 ,8 GB DDR4,64 bit Windows 11,256,14.0,2,0,4.2,36990.0,11th Gen,8,DDR4,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.56 cm (14 inch) DisplayOffice Home and Student 20212 Year Onsite�Warranty,256,0
507,Intel Core i5 ,8 GB DDR4,Windows 11,512,15.6,1,0,4.1,39990.0,11th Gen,8,DDR4,"Intel Core i5 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMS Office Home & Student 2019, Mi Smart Share, DTS Audio processing1 Year Onsite Warranty",512,0
508,Intel Core i5 ,8 GB DDR4,64 bit Windows 10,0,15.6,2,1024,4.2,62190.0,9th Gen,8,DDR4,"15.6 inches Full HD IPS Thin Bezel Display (60Hz, 45% NTSC Color Gamut)Intel Core i5 Processor (9th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD39.62 cm (15.6 inch) DisplayCooler Boost, Audio Boost, Dragon Center, Nahimic 32 Year Warranty Term for Gaming",1024,0
509,Intel Celeron Dual Core ,4 GB LPDDR4,Chrome,0,15.6,1,128,4.0,24390.0,any,4,LPDDR4,Intel Celeron Dual Core Processor4 GB LPDDR4 RAMChrome Operating System39.62 cm (15.6 inch) Touchscreen Display1 Year Onsite Warranty,128,1
510,AMD Ryzen 9 Octa Core ,16 GB DDR5,Windows 11,1024,15.6,1,0,4.321170395869192,196990.0,any,16,DDR5,AMD Ryzen 9 Octa Core Processor16 GB DDR5 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student1 Year Onsite Warranty,1024,0
511,AMD Ryzen 5 Quad Core ,8 GB DDR4,64 bit Windows 11,512,15.6,2,0,4.2,38705.0,any,8,DDR4,AMD Ryzen 5 Quad Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Years Onsite�Warranty,512,0
512,Intel Core i3 ,8 GB DDR4,64 bit Windows 11,0,15.6,2,1024,3.9,36990.0,10th Gen,8,DDR4,Intel Core i3 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System1 TB HDD39.62 cm (15.6 inch) DisplayMicrosoft Office Home and Student 20192 Years Warranty,1024,0
513,AMD Ryzen 7 Octa Core ,16 GB DDR4,64 bit Windows 10,1024,15.6,1,0,4.6,159990.0,any,16,DDR4,"AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAM64 bit Windows 10 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayHP Documentation, HP e-service, HP BIOS Recovery, HP SSRM, HP Smart, HP Jumpstarts, HP Support Assistant1 Year Onsite Warranty",1024,0
514,Intel Core i3 ,4 GB DDR4,64 bit Windows 11,256,14.0,0,0,4.0,34490.0,11th Gen,4,DDR4,Intel Core i3 Processor (11th Gen)4 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.56 cm (14 Inch) Display1 Year onsite warranty,256,0
515,AMD Ryzen 9 Octa Core ,16 GB DDR4,Windows 11,512,16.6,1,0,4.4,99990.0,10th Gen,16,DDR4,AMD Ryzen 9 Octa Core Processor (10th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD42.16 cm (16.6 inch) Display1 Year International Warranty,512,0
516,AMD Ryzen 7 Octa Core ,16 GB DDR4,Windows 11,1024,15.6,1,0,4.6,85990.0,any,16,DDR4,AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student1 Year Onsite Warranty,1024,0
517,AMD Ryzen 3 Dual Core ,8 GB DDR4,64 bit Windows 11,512,15.6,2,0,4.2,35590.0,any,8,DDR4,AMD Ryzen 3 Dual Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Years Onsite�Warranty,512,0
518,Intel Core i5 ,8 GB LPDDR4X,64 bit Windows 11,512,13.3,0,0,4.4,79990.0,11th Gen,8,LPDDR4X,Intel Core i5 Processor (11th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System512 GB SSD33.78 cm (13.3 Inch) Display1 Year onsite warranty,512,0
519,Intel Celeron Quad Core ,4 GB LPDDR4X,64 bit Windows 11,128,14.0,1,0,4.2,20990.0,any,4,LPDDR4X,Intel Celeron Quad Core Processor4 GB LPDDR4X RAM64 bit Windows 11 Operating System128 GB SSD35.56 cm (14 inch) Display1 Year Onsite Warranty,128,0
520,AMD Ryzen 9 Octa Core ,16 GB DDR4,Windows 11,1024,15.6,1,0,4.9,150990.0,any,16,DDR4,AMD Ryzen 9 Octa Core Processor16 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student1 Year Onsite Warranty,1024,0
521,Intel Core i3 ,8 GB DDR4,64 bit Windows 11,512,15.6,2,0,4.2,39990.0,11th Gen,8,DDR4,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayOffice Home and Student 20212 Year Onsite�Warranty,512,0
522,Intel Core i3 ,8 GB DDR4,64 bit Windows 11,256,15.6,1,1024,4.1,41490.0,11th Gen,8,DDR4,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,1280,0
523,AMD Ryzen 7 Octa Core ,16 GB DDR5,Windows 11,1024,15.6,0,0,4.321170395869192,206581.0,any,16,DDR5,AMD Ryzen 7 Octa Core Processor16 GB DDR5 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Hardware Service,1024,0
524,AMD Ryzen 5 Hexa Core ,8 GB DDR4,Windows 11,512,15.6,1,0,4.321170395869192,59990.0,10th Gen,8,DDR4,AMD Ryzen 5 Hexa Core Processor (10th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Manufacturer Warranty,512,0
525,Intel Core i5 ,16 GB DDR4,64 bit Windows 11,512,15.6,1,0,4.321170395869192,62990.0,11th Gen,16,DDR4,Intel Core i5 Processor (11th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year International Travelers Warranty (ITW),512,0
526,AMD Ryzen 9 Octa Core ,16 GB DDR5,64 bit Windows 11,1024,15.6,1,0,4.321170395869192,194990.0,any,16,DDR5,AMD Ryzen 9 Octa Core Processor16 GB DDR5 RAM64 bit Windows 11 Operating System1 TB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,1024,0
